Sport,Level,League,Date,Day,Time,Home Team,Road Team,Location,Home City,Home State
basketball,pro,NBA,2024-01-29,Monday,,Dallas Mavericks,Orlando Magic,American Airlines Center,Dallas,TX
basketball,pro,NBA,2024-01-29,Monday,,Denver Nuggets,Milwaukee Bucks,Ball Arena,Denver,CO
basketball,pro,NBA,2024-01-29,Monday,,Portland Trail Blazers,Philadelphia 76ers,Moda Center,Portland,OR
basketball,pro,NBA,2024-01-30,Tuesday,,Atlanta Hawks,Los Angeles Lakers,State Farm Arena,Atlanta,GA
basketball,pro,NBA,2024-01-30,Tuesday,,Boston Celtics,Indiana Pacers,TD Garden,Boston,MA
basketball,pro,NBA,2024-01-30,Tuesday,,New York Knicks,Utah Jazz,Madison Square Garden (IV),New York,NY
basketball,pro,NBA,2024-01-30,Tuesday,,Chicago Bulls,Toronto Raptors,United Center,Chicago,IL
basketball,pro,NBA,2024-01-30,Tuesday,,Golden State Warriors,Philadelphia 76ers,Chase Center,San Francisco,CA
basketball,pro,NBA,2024-01-31,Wednesday,,Charlotte Hornets,Chicago Bulls,Spectrum Center,Charlotte,NC
basketball,pro,NBA,2024-01-31,Wednesday,,Cleveland Cavaliers,Detroit Pistons,Rocket Mortgage Fieldhouse,Cleveland,OH
basketball,pro,NBA,2024-01-31,Wednesday,,Washington Wizards,Los Angeles Clippers,Capital One Arena,Washington,DC
basketball,pro,NBA,2024-01-31,Wednesday,,Miami Heat,Sacramento Kings,Kaseya Center,Miami,FL
basketball,pro,NBA,2024-01-31,Wednesday,,Houston Rockets,New Orleans Pelicans,Toyota Center,Houston,TX
basketball,pro,NBA,2024-01-31,Wednesday,,Minnesota Timberwolves,Dallas Mavericks,Target Center,Minneapolis,MN
basketball,pro,NBA,2024-01-31,Wednesday,,Oklahoma City Thunder,Denver Nuggets,Paycom Center,Oklahoma City,OK
basketball,pro,NBA,2024-01-31,Wednesday,,San Antonio Spurs,Orlando Magic,Frost Bank Center,San Antonio,TX
basketball,pro,NBA,2024-01-31,Wednesday,,Brooklyn Nets,Phoenix Suns,Barclays Center,Brooklyn,NY
basketball,pro,NBA,2024-01-31,Wednesday,,Portland Trail Blazers,Milwaukee Bucks,Moda Center,Portland,OR
basketball,pro,NBA,2024-02-01,Thursday,,Boston Celtics,Los Angeles Lakers,TD Garden,Boston,MA
basketball,pro,NBA,2024-02-01,Thursday,,New York Knicks,Indiana Pacers,Madison Square Garden (IV),New York,NY
basketball,pro,NBA,2024-02-01,Thursday,,Utah Jazz,Philadelphia 76ers,Delta Center,Salt Lake City,UT
basketball,pro,NBA,2024-02-01,Thursday,,Memphis Grizzlies,Cleveland Cavaliers,FedEx Forum,Memphis,TN
basketball,pro,NBA,2024-02-02,Friday,,Detroit Pistons,Los Angeles Clippers,Little Caesars Arena,Detroit,MI
basketball,pro,NBA,2024-02-02,Friday,,Washington Wizards,Miami Heat,Capital One Arena,Washington,DC
basketball,pro,NBA,2024-02-02,Friday,,Atlanta Hawks,Phoenix Suns,State Farm Arena,Atlanta,GA
basketball,pro,NBA,2024-02-02,Friday,,Indiana Pacers,Sacramento Kings,Gainbridge Fieldhouse,Indianapolis,IN
basketball,pro,NBA,2024-02-02,Friday,,Houston Rockets,Toronto Raptors,Toyota Center,Houston,TX
basketball,pro,NBA,2024-02-02,Friday,,Memphis Grizzlies,Golden State Warriors,FedEx Forum,Memphis,TN
basketball,pro,NBA,2024-02-02,Friday,,Minnesota Timberwolves,Orlando Magic,Target Center,Minneapolis,MN
basketball,pro,NBA,2024-02-02,Friday,,Oklahoma City Thunder,Charlotte Hornets,Paycom Center,Oklahoma City,OK
basketball,pro,NBA,2024-02-02,Friday,,San Antonio Spurs,New Orleans Pelicans,Frost Bank Center,San Antonio,TX
basketball,pro,NBA,2024-02-02,Friday,,Denver Nuggets,Portland Trail Blazers,Ball Arena,Denver,CO
basketball,pro,NBA,2024-02-03,Saturday,,Philadelphia 76ers,Brooklyn Nets,Wells Fargo Center,Philadelphia,PA
basketball,pro,NBA,2024-02-03,Saturday,,Atlanta Hawks,Golden State Warriors,State Farm Arena,Atlanta,GA
basketball,pro,NBA,2024-02-03,Saturday,,Chicago Bulls,Sacramento Kings,United Center,Chicago,IL
basketball,pro,NBA,2024-02-03,Saturday,,Dallas Mavericks,Milwaukee Bucks,American Airlines Center,Dallas,TX
basketball,pro,NBA,2024-02-03,Saturday,,New York Knicks,Los Angeles Lakers,Madison Square Garden (IV),New York,NY
basketball,pro,NBA,2024-02-03,Saturday,,San Antonio Spurs,Cleveland Cavaliers,Frost Bank Center,San Antonio,TX
basketball,pro,NBA,2024-02-04,Sunday,,Detroit Pistons,Orlando Magic,Little Caesars Arena,Detroit,MI
basketball,pro,NBA,2024-02-04,Sunday,,Washington Wizards,Phoenix Suns,Capital One Arena,Washington,DC
basketball,pro,NBA,2024-02-04,Sunday,,Boston Celtics,Memphis Grizzlies,TD Garden,Boston,MA
basketball,pro,NBA,2024-02-04,Sunday,,Charlotte Hornets,Indiana Pacers,Spectrum Center,Charlotte,NC
basketball,pro,NBA,2024-02-04,Sunday,,Miami Heat,Los Angeles Clippers,Kaseya Center,Miami,FL
basketball,pro,NBA,2024-02-04,Sunday,,Minnesota Timberwolves,Houston Rockets,Target Center,Minneapolis,MN
basketball,pro,NBA,2024-02-04,Sunday,,Oklahoma City Thunder,Toronto Raptors,Paycom Center,Oklahoma City,OK
basketball,pro,NBA,2024-02-04,Sunday,,Utah Jazz,Milwaukee Bucks,Delta Center,Salt Lake City,UT
basketball,pro,NBA,2024-02-04,Sunday,,Denver Nuggets,Portland Trail Blazers,Ball Arena,Denver,CO
basketball,pro,NBA,2024-02-05,Monday,,Charlotte Hornets,Los Angeles Lakers,Spectrum Center,Charlotte,NC
basketball,pro,NBA,2024-02-05,Monday,,Cleveland Cavaliers,Sacramento Kings,Rocket Mortgage Fieldhouse,Cleveland,OH
basketball,pro,NBA,2024-02-05,Monday,,Philadelphia 76ers,Dallas Mavericks,Wells Fargo Center,Philadelphia,PA
basketball,pro,NBA,2024-02-05,Monday,,Atlanta Hawks,Los Angeles Clippers,State Farm Arena,Atlanta,GA
basketball,pro,NBA,2024-02-05,Monday,,Brooklyn Nets,Golden State Warriors,Barclays Center,Brooklyn,NY
basketball,pro,NBA,2024-02-05,Monday,,New Orleans Pelicans,Toronto Raptors,Smoothie King Center,New Orleans,LA
basketball,pro,NBA,2024-02-06,Tuesday,,Indiana Pacers,Houston Rockets,Gainbridge Fieldhouse,Indianapolis,IN
basketball,pro,NBA,2024-02-06,Tuesday,,Brooklyn Nets,Dallas Mavericks,Barclays Center,Brooklyn,NY
basketball,pro,NBA,2024-02-06,Tuesday,,Miami Heat,Orlando Magic,Kaseya Center,Miami,FL
basketball,pro,NBA,2024-02-06,Tuesday,,New York Knicks,Memphis Grizzlies,Madison Square Garden (IV),New York,NY
basketball,pro,NBA,2024-02-06,Tuesday,,Chicago Bulls,Minnesota Timberwolves,United Center,Chicago,IL
basketball,pro,NBA,2024-02-06,Tuesday,,Utah Jazz,Oklahoma City Thunder,Delta Center,Salt Lake City,UT
basketball,pro,NBA,2024-02-06,Tuesday,,Phoenix Suns,Milwaukee Bucks,Footprint Center,Phoenix,AZ
basketball,pro,NBA,2024-02-07,Wednesday,,Charlotte Hornets,Toronto Raptors,Spectrum Center,Charlotte,NC
basketball,pro,NBA,2024-02-07,Wednesday,,Philadelphia 76ers,Golden State Warriors,Wells Fargo Center,Philadelphia,PA
basketball,pro,NBA,2024-02-07,Wednesday,,Washington Wizards,Cleveland Cavaliers,Capital One Arena,Washington,DC
basketball,pro,NBA,2024-02-07,Wednesday,,Boston Celtics,Atlanta Hawks,TD Garden,Boston,MA
basketball,pro,NBA,2024-02-07,Wednesday,,Miami Heat,San Antonio Spurs,Kaseya Center,Miami,FL
basketball,pro,NBA,2024-02-07,Wednesday,,Los Angeles Clippers,New Orleans Pelicans,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-02-07,Wednesday,,Sacramento Kings,Detroit Pistons,Golden 1 Center,Sacramento,CA
basketball,pro,NBA,2024-02-08,Thursday,,Indiana Pacers,Golden State Warriors,Gainbridge Fieldhouse,Indianapolis,IN
basketball,pro,NBA,2024-02-08,Thursday,,Orlando Magic,San Antonio Spurs,Amway Center,Orlando,FL
basketball,pro,NBA,2024-02-08,Thursday,,Brooklyn Nets,Cleveland Cavaliers,Barclays Center,Brooklyn,NY
basketball,pro,NBA,2024-02-08,Thursday,,New York Knicks,Dallas Mavericks,Madison Square Garden (IV),New York,NY
basketball,pro,NBA,2024-02-08,Thursday,,Memphis Grizzlies,Chicago Bulls,FedEx Forum,Memphis,TN
basketball,pro,NBA,2024-02-08,Thursday,,Milwaukee Bucks,Minnesota Timberwolves,Fiserv Forum,Milwaukee,WI
basketball,pro,NBA,2024-02-08,Thursday,,Phoenix Suns,Utah Jazz,Footprint Center,Phoenix,AZ
basketball,pro,NBA,2024-02-08,Thursday,,Los Angeles Lakers,Denver Nuggets,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-02-08,Thursday,,Portland Trail Blazers,Detroit Pistons,Moda Center,Portland,OR
basketball,pro,NBA,2024-02-09,Friday,,Philadelphia 76ers,Atlanta Hawks,Wells Fargo Center,Philadelphia,PA
basketball,pro,NBA,2024-02-09,Friday,,Boston Celtics,Washington Wizards,TD Garden,Boston,MA
basketball,pro,NBA,2024-02-09,Friday,,Toronto Raptors,Houston Rockets,Scotiabank Arena,Toronto,ON
basketball,pro,NBA,2024-02-09,Friday,,Milwaukee Bucks,Charlotte Hornets,Fiserv Forum,Milwaukee,WI
basketball,pro,NBA,2024-02-09,Friday,,Sacramento Kings,Denver Nuggets,Golden 1 Center,Sacramento,CA
basketball,pro,NBA,2024-02-09,Friday,,Los Angeles Lakers,New Orleans Pelicans,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-02-10,Saturday,,Dallas Mavericks,Oklahoma City Thunder,American Airlines Center,Dallas,TX
basketball,pro,NBA,2024-02-10,Saturday,,Los Angeles Clippers,Detroit Pistons,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-02-10,Saturday,,Brooklyn Nets,San Antonio Spurs,Barclays Center,Brooklyn,NY
basketball,pro,NBA,2024-02-10,Saturday,,Charlotte Hornets,Memphis Grizzlies,Spectrum Center,Charlotte,NC
basketball,pro,NBA,2024-02-10,Saturday,,Orlando Magic,Chicago Bulls,Amway Center,Orlando,FL
basketball,pro,NBA,2024-02-10,Saturday,,Washington Wizards,Philadelphia 76ers,Capital One Arena,Washington,DC
basketball,pro,NBA,2024-02-10,Saturday,,Atlanta Hawks,Houston Rockets,State Farm Arena,Atlanta,GA
basketball,pro,NBA,2024-02-10,Saturday,,New York Knicks,Indiana Pacers,Madison Square Garden (IV),New York,NY
basketball,pro,NBA,2024-02-10,Saturday,,Toronto Raptors,Cleveland Cavaliers,Scotiabank Arena,Toronto,ON
basketball,pro,NBA,2024-02-10,Saturday,,Golden State Warriors,Phoenix Suns,Chase Center,San Francisco,CA
basketball,pro,NBA,2024-02-10,Saturday,,Portland Trail Blazers,New Orleans Pelicans,Moda Center,Portland,OR
basketball,pro,NBA,2024-02-11,Sunday,,Miami Heat,Boston Celtics,Kaseya Center,Miami,FL
basketball,pro,NBA,2024-02-11,Sunday,,Oklahoma City Thunder,Sacramento Kings,Paycom Center,Oklahoma City,OK
basketball,pro,NBA,2024-02-12,Monday,,Charlotte Hornets,Indiana Pacers,Spectrum Center,Charlotte,NC
basketball,pro,NBA,2024-02-12,Monday,,Cleveland Cavaliers,Philadelphia 76ers,Rocket Mortgage Fieldhouse,Cleveland,OH
basketball,pro,NBA,2024-02-12,Monday,,Atlanta Hawks,Chicago Bulls,State Farm Arena,Atlanta,GA
basketball,pro,NBA,2024-02-12,Monday,,Toronto Raptors,San Antonio Spurs,Scotiabank Arena,Toronto,ON
basketball,pro,NBA,2024-02-12,Monday,,Houston Rockets,New York Knicks,Toyota Center,Houston,TX
basketball,pro,NBA,2024-02-12,Monday,,Memphis Grizzlies,New Orleans Pelicans,FedEx Forum,Memphis,TN
basketball,pro,NBA,2024-02-12,Monday,,Milwaukee Bucks,Denver Nuggets,Fiserv Forum,Milwaukee,WI
basketball,pro,NBA,2024-02-12,Monday,,Dallas Mavericks,Washington Wizards,American Airlines Center,Dallas,TX
basketball,pro,NBA,2024-02-12,Monday,,Utah Jazz,Golden State Warriors,Delta Center,Salt Lake City,UT
basketball,pro,NBA,2024-02-12,Monday,,Los Angeles Clippers,Minnesota Timberwolves,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-02-13,Tuesday,,Brooklyn Nets,Boston Celtics,Barclays Center,Brooklyn,NY
basketball,pro,NBA,2024-02-13,Tuesday,,Orlando Magic,Oklahoma City Thunder,Amway Center,Orlando,FL
basketball,pro,NBA,2024-02-13,Tuesday,,Milwaukee Bucks,Miami Heat,Fiserv Forum,Milwaukee,WI
basketball,pro,NBA,2024-02-13,Tuesday,,Phoenix Suns,Sacramento Kings,Footprint Center,Phoenix,AZ
basketball,pro,NBA,2024-02-13,Tuesday,,Portland Trail Blazers,Minnesota Timberwolves,Moda Center,Portland,OR
basketball,pro,NBA,2024-02-13,Tuesday,,Los Angeles Lakers,Detroit Pistons,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-02-14,Wednesday,,Charlotte Hornets,Atlanta Hawks,Spectrum Center,Charlotte,NC
basketball,pro,NBA,2024-02-14,Wednesday,,Orlando Magic,New York Knicks,Amway Center,Orlando,FL
basketball,pro,NBA,2024-02-14,Wednesday,,Philadelphia 76ers,Miami Heat,Wells Fargo Center,Philadelphia,PA
basketball,pro,NBA,2024-02-14,Wednesday,,Boston Celtics,Brooklyn Nets,TD Garden,Boston,MA
basketball,pro,NBA,2024-02-14,Wednesday,,Cleveland Cavaliers,Chicago Bulls,Rocket Mortgage Fieldhouse,Cleveland,OH
basketball,pro,NBA,2024-02-14,Wednesday,,Toronto Raptors,Indiana Pacers,Scotiabank Arena,Toronto,ON
basketball,pro,NBA,2024-02-14,Wednesday,,Memphis Grizzlies,Houston Rockets,FedEx Forum,Memphis,TN
basketball,pro,NBA,2024-02-14,Wednesday,,New Orleans Pelicans,Washington Wizards,Smoothie King Center,New Orleans,LA
basketball,pro,NBA,2024-02-14,Wednesday,,Dallas Mavericks,San Antonio Spurs,American Airlines Center,Dallas,TX
basketball,pro,NBA,2024-02-14,Wednesday,,Denver Nuggets,Sacramento Kings,Ball Arena,Denver,CO
basketball,pro,NBA,2024-02-14,Wednesday,,Phoenix Suns,Detroit Pistons,Footprint Center,Phoenix,AZ
basketball,pro,NBA,2024-02-14,Wednesday,,Utah Jazz,Los Angeles Lakers,Delta Center,Salt Lake City,UT
basketball,pro,NBA,2024-02-14,Wednesday,,Golden State Warriors,Los Angeles Clippers,Chase Center,San Francisco,CA
basketball,pro,NBA,2024-02-15,Thursday,,Memphis Grizzlies,Milwaukee Bucks,FedEx Forum,Memphis,TN
basketball,pro,NBA,2024-02-15,Thursday,,Portland Trail Blazers,Minnesota Timberwolves,Moda Center,Portland,OR
basketball,pro,NBA,2024-02-22,Thursday,,Cleveland Cavaliers,Orlando Magic,Rocket Mortgage Fieldhouse,Cleveland,OH
basketball,pro,NBA,2024-02-22,Thursday,,Indiana Pacers,Detroit Pistons,Gainbridge Fieldhouse,Indianapolis,IN
basketball,pro,NBA,2024-02-22,Thursday,,Philadelphia 76ers,New York Knicks,Wells Fargo Center,Philadelphia,PA
basketball,pro,NBA,2024-02-22,Thursday,,Toronto Raptors,Brooklyn Nets,Scotiabank Arena,Toronto,ON
basketball,pro,NBA,2024-02-22,Thursday,,Dallas Mavericks,Phoenix Suns,American Airlines Center,Dallas,TX
basketball,pro,NBA,2024-02-22,Thursday,,Chicago Bulls,Boston Celtics,United Center,Chicago,IL
basketball,pro,NBA,2024-02-22,Thursday,,New Orleans Pelicans,Houston Rockets,Smoothie King Center,New Orleans,LA
basketball,pro,NBA,2024-02-22,Thursday,,Oklahoma City Thunder,Los Angeles Clippers,Paycom Center,Oklahoma City,OK
basketball,pro,NBA,2024-02-22,Thursday,,Denver Nuggets,Washington Wizards,Ball Arena,Denver,CO
basketball,pro,NBA,2024-02-22,Thursday,,Utah Jazz,Charlotte Hornets,Delta Center,Salt Lake City,UT
basketball,pro,NBA,2024-02-22,Thursday,,Golden State Warriors,Los Angeles Lakers,Chase Center,San Francisco,CA
basketball,pro,NBA,2024-02-22,Thursday,,Sacramento Kings,San Antonio Spurs,Golden 1 Center,Sacramento,CA
basketball,pro,NBA,2024-02-23,Friday,,Atlanta Hawks,Toronto Raptors,State Farm Arena,Atlanta,GA
basketball,pro,NBA,2024-02-23,Friday,,Philadelphia 76ers,Cleveland Cavaliers,Wells Fargo Center,Philadelphia,PA
basketball,pro,NBA,2024-02-23,Friday,,Houston Rockets,Phoenix Suns,Toyota Center,Houston,TX
basketball,pro,NBA,2024-02-23,Friday,,Memphis Grizzlies,Los Angeles Clippers,FedEx Forum,Memphis,TN
basketball,pro,NBA,2024-02-23,Friday,,Minnesota Timberwolves,Milwaukee Bucks,Target Center,Minneapolis,MN
basketball,pro,NBA,2024-02-23,Friday,,Oklahoma City Thunder,Washington Wizards,Paycom Center,Oklahoma City,OK
basketball,pro,NBA,2024-02-23,Friday,,Golden State Warriors,Charlotte Hornets,Chase Center,San Francisco,CA
basketball,pro,NBA,2024-02-23,Friday,,New Orleans Pelicans,Miami Heat,Smoothie King Center,New Orleans,LA
basketball,pro,NBA,2024-02-23,Friday,,Portland Trail Blazers,Denver Nuggets,Moda Center,Portland,OR
basketball,pro,NBA,2024-02-23,Friday,,Los Angeles Lakers,San Antonio Spurs,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-02-24,Saturday,,Detroit Pistons,Orlando Magic,Little Caesars Arena,Detroit,MI
basketball,pro,NBA,2024-02-24,Saturday,,Minnesota Timberwolves,Brooklyn Nets,Target Center,Minneapolis,MN
basketball,pro,NBA,2024-02-24,Saturday,,New York Knicks,Boston Celtics,Madison Square Garden (IV),New York,NY
basketball,pro,NBA,2024-02-25,Sunday,,Philadelphia 76ers,Milwaukee Bucks,Wells Fargo Center,Philadelphia,PA
basketball,pro,NBA,2024-02-25,Sunday,,Phoenix Suns,Los Angeles Lakers,Footprint Center,Phoenix,AZ
basketball,pro,NBA,2024-02-25,Sunday,,Indiana Pacers,Dallas Mavericks,Gainbridge Fieldhouse,Indianapolis,IN
basketball,pro,NBA,2024-02-25,Sunday,,Washington Wizards,Cleveland Cavaliers,Capital One Arena,Washington,DC
basketball,pro,NBA,2024-02-25,Sunday,,Atlanta Hawks,Orlando Magic,State Farm Arena,Atlanta,GA
basketball,pro,NBA,2024-02-25,Sunday,,Golden State Warriors,Denver Nuggets,Chase Center,San Francisco,CA
basketball,pro,NBA,2024-02-25,Sunday,,Houston Rockets,Oklahoma City Thunder,Toyota Center,Houston,TX
basketball,pro,NBA,2024-02-25,Sunday,,New Orleans Pelicans,Chicago Bulls,Smoothie King Center,New Orleans,LA
basketball,pro,NBA,2024-02-25,Sunday,,Utah Jazz,San Antonio Spurs,Delta Center,Salt Lake City,UT
basketball,pro,NBA,2024-02-25,Sunday,,Portland Trail Blazers,Charlotte Hornets,Moda Center,Portland,OR
basketball,pro,NBA,2024-02-25,Sunday,,Los Angeles Clippers,Sacramento Kings,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-02-26,Monday,,Detroit Pistons,New York Knicks,Little Caesars Arena,Detroit,MI
basketball,pro,NBA,2024-02-26,Monday,,Indiana Pacers,Toronto Raptors,Gainbridge Fieldhouse,Indianapolis,IN
basketball,pro,NBA,2024-02-26,Monday,,Memphis Grizzlies,Brooklyn Nets,FedEx Forum,Memphis,TN
basketball,pro,NBA,2024-02-26,Monday,,Sacramento Kings,Miami Heat,Golden 1 Center,Sacramento,CA
basketball,pro,NBA,2024-02-27,Tuesday,,Cleveland Cavaliers,Dallas Mavericks,Rocket Mortgage Fieldhouse,Cleveland,OH
basketball,pro,NBA,2024-02-27,Tuesday,,Orlando Magic,Brooklyn Nets,Amway Center,Orlando,FL
basketball,pro,NBA,2024-02-27,Tuesday,,Washington Wizards,Golden State Warriors,Capital One Arena,Washington,DC
basketball,pro,NBA,2024-02-27,Tuesday,,Atlanta Hawks,Utah Jazz,State Farm Arena,Atlanta,GA
basketball,pro,NBA,2024-02-27,Tuesday,,Boston Celtics,Philadelphia 76ers,TD Garden,Boston,MA
basketball,pro,NBA,2024-02-27,Tuesday,,Minnesota Timberwolves,San Antonio Spurs,Target Center,Minneapolis,MN
basketball,pro,NBA,2024-02-27,Tuesday,,New York Knicks,New Orleans Pelicans,Madison Square Garden (IV),New York,NY
basketball,pro,NBA,2024-02-27,Tuesday,,Chicago Bulls,Detroit Pistons,United Center,Chicago,IL
basketball,pro,NBA,2024-02-27,Tuesday,,Milwaukee Bucks,Charlotte Hornets,Fiserv Forum,Milwaukee,WI
basketball,pro,NBA,2024-02-27,Tuesday,,Oklahoma City Thunder,Houston Rockets,Paycom Center,Oklahoma City,OK
basketball,pro,NBA,2024-02-27,Tuesday,,Portland Trail Blazers,Miami Heat,Moda Center,Portland,OR
basketball,pro,NBA,2024-02-28,Wednesday,,Indiana Pacers,New Orleans Pelicans,Gainbridge Fieldhouse,Indianapolis,IN
basketball,pro,NBA,2024-02-28,Wednesday,,Minnesota Timberwolves,Memphis Grizzlies,Target Center,Minneapolis,MN
basketball,pro,NBA,2024-02-28,Wednesday,,Toronto Raptors,Dallas Mavericks,Scotiabank Arena,Toronto,ON
basketball,pro,NBA,2024-02-28,Wednesday,,Chicago Bulls,Cleveland Cavaliers,United Center,Chicago,IL
basketball,pro,NBA,2024-02-28,Wednesday,,Denver Nuggets,Sacramento Kings,Ball Arena,Denver,CO
basketball,pro,NBA,2024-02-28,Wednesday,,Los Angeles Clippers,Los Angeles Lakers,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-02-29,Thursday,,Charlotte Hornets,Milwaukee Bucks,Spectrum Center,Charlotte,NC
basketball,pro,NBA,2024-02-29,Thursday,,Orlando Magic,Utah Jazz,Amway Center,Orlando,FL
basketball,pro,NBA,2024-02-29,Thursday,,Brooklyn Nets,Atlanta Hawks,Barclays Center,Brooklyn,NY
basketball,pro,NBA,2024-02-29,Thursday,,New York Knicks,Golden State Warriors,Madison Square Garden (IV),New York,NY
basketball,pro,NBA,2024-02-29,Thursday,,San Antonio Spurs,Oklahoma City Thunder,Frost Bank Center,San Antonio,TX
basketball,pro,NBA,2024-02-29,Thursday,,Phoenix Suns,Houston Rockets,Footprint Center,Phoenix,AZ
basketball,pro,NBA,2024-02-29,Thursday,,Denver Nuggets,Miami Heat,Ball Arena,Denver,CO
basketball,pro,NBA,2024-02-29,Thursday,,Los Angeles Lakers,Washington Wizards,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-03-01,Friday,,Detroit Pistons,Cleveland Cavaliers,Little Caesars Arena,Detroit,MI
basketball,pro,NBA,2024-03-01,Friday,,Philadelphia 76ers,Charlotte Hornets,Wells Fargo Center,Philadelphia,PA
basketball,pro,NBA,2024-03-01,Friday,,Boston Celtics,Dallas Mavericks,TD Garden,Boston,MA
basketball,pro,NBA,2024-03-01,Friday,,Toronto Raptors,Golden State Warriors,Scotiabank Arena,Toronto,ON
basketball,pro,NBA,2024-03-01,Friday,,Memphis Grizzlies,Portland Trail Blazers,FedEx Forum,Memphis,TN
basketball,pro,NBA,2024-03-01,Friday,,Minnesota Timberwolves,Sacramento Kings,Target Center,Minneapolis,MN
basketball,pro,NBA,2024-03-01,Friday,,New Orleans Pelicans,Indiana Pacers,Smoothie King Center,New Orleans,LA
basketball,pro,NBA,2024-03-01,Friday,,Chicago Bulls,Milwaukee Bucks,United Center,Chicago,IL
basketball,pro,NBA,2024-03-01,Friday,,Los Angeles Clippers,Washington Wizards,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-03-02,Saturday,,Brooklyn Nets,Atlanta Hawks,Barclays Center,Brooklyn,NY
basketball,pro,NBA,2024-03-02,Saturday,,Miami Heat,Utah Jazz,Kaseya Center,Miami,FL
basketball,pro,NBA,2024-03-02,Saturday,,Memphis Grizzlies,Portland Trail Blazers,FedEx Forum,Memphis,TN
basketball,pro,NBA,2024-03-02,Saturday,,Los Angeles Lakers,Denver Nuggets,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-03-02,Saturday,,Phoenix Suns,Houston Rockets,Footprint Center,Phoenix,AZ
basketball,pro,NBA,2024-03-03,Sunday,,Dallas Mavericks,Philadelphia 76ers,American Airlines Center,Dallas,TX
basketball,pro,NBA,2024-03-03,Sunday,,Boston Celtics,Golden State Warriors,TD Garden,Boston,MA
basketball,pro,NBA,2024-03-03,Sunday,,Minnesota Timberwolves,Los Angeles Clippers,Target Center,Minneapolis,MN
basketball,pro,NBA,2024-03-03,Sunday,,Orlando Magic,Detroit Pistons,Amway Center,Orlando,FL
basketball,pro,NBA,2024-03-03,Sunday,,Toronto Raptors,Charlotte Hornets,Scotiabank Arena,Toronto,ON
basketball,pro,NBA,2024-03-03,Sunday,,Cleveland Cavaliers,New York Knicks,Rocket Mortgage Fieldhouse,Cleveland,OH
basketball,pro,NBA,2024-03-03,Sunday,,San Antonio Spurs,Indiana Pacers,Frost Bank Center,San Antonio,TX
basketball,pro,NBA,2024-03-03,Sunday,,Phoenix Suns,Oklahoma City Thunder,Footprint Center,Phoenix,AZ
basketball,pro,NBA,2024-03-04,Monday,,Brooklyn Nets,Memphis Grizzlies,Barclays Center,Brooklyn,NY
basketball,pro,NBA,2024-03-04,Monday,,Milwaukee Bucks,Los Angeles Clippers,Fiserv Forum,Milwaukee,WI
basketball,pro,NBA,2024-03-04,Monday,,Minnesota Timberwolves,Portland Trail Blazers,Target Center,Minneapolis,MN
basketball,pro,NBA,2024-03-04,Monday,,Utah Jazz,Washington Wizards,Delta Center,Salt Lake City,UT
basketball,pro,NBA,2024-03-04,Monday,,Sacramento Kings,Chicago Bulls,Golden 1 Center,Sacramento,CA
basketball,pro,NBA,2024-03-04,Monday,,Los Angeles Lakers,Oklahoma City Thunder,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-03-05,Tuesday,,Charlotte Hornets,Orlando Magic,Spectrum Center,Charlotte,NC
basketball,pro,NBA,2024-03-05,Tuesday,,Cleveland Cavaliers,Boston Celtics,Rocket Mortgage Fieldhouse,Cleveland,OH
basketball,pro,NBA,2024-03-05,Tuesday,,Brooklyn Nets,Philadelphia 76ers,Barclays Center,Brooklyn,NY
basketball,pro,NBA,2024-03-05,Tuesday,,Miami Heat,Detroit Pistons,Kaseya Center,Miami,FL
basketball,pro,NBA,2024-03-05,Tuesday,,New York Knicks,Atlanta Hawks,Madison Square Garden (IV),New York,NY
basketball,pro,NBA,2024-03-05,Tuesday,,Toronto Raptors,New Orleans Pelicans,Scotiabank Arena,Toronto,ON
basketball,pro,NBA,2024-03-05,Tuesday,,Houston Rockets,San Antonio Spurs,Toyota Center,Houston,TX
basketball,pro,NBA,2024-03-05,Tuesday,,Dallas Mavericks,Indiana Pacers,American Airlines Center,Dallas,TX
basketball,pro,NBA,2024-03-05,Tuesday,,Denver Nuggets,Phoenix Suns,Ball Arena,Denver,CO
basketball,pro,NBA,2024-03-06,Wednesday,,Washington Wizards,Orlando Magic,Capital One Arena,Washington,DC
basketball,pro,NBA,2024-03-06,Wednesday,,Atlanta Hawks,Cleveland Cavaliers,State Farm Arena,Atlanta,GA
basketball,pro,NBA,2024-03-06,Wednesday,,Philadelphia 76ers,Memphis Grizzlies,Wells Fargo Center,Philadelphia,PA
