primary_key,sport,level,league,date,day,time,home_team,road_team,location,home_city,home_state
Triple-A_2024-04-28_1:35 PM ET_Lehigh Valley_Charlotte,baseball,minors,Triple-A,2024-04-28,Sunday,1:35 PM ET,Lehigh Valley,Charlotte,Coca-Cola Park,Allentown,PA
Double-A_2024-04-28_1:35 PM ET_Richmond_Bowie,baseball,minors,Double-A,2024-04-28,Sunday,1:35 PM ET,Richmond,Bowie,The Diamond,Richmond,VA
High-A_2024-04-28_2:00 PM ET_Brooklyn_Wilmington,baseball,minors,High-A,2024-04-28,Sunday,2:00 PM ET,Brooklyn,Wilmington,Maimonides Park,Brooklyn,NY
Double-A_2024-04-28_2:00 PM ET_Midland_Corpus Christi,baseball,minors,Double-A,2024-04-28,Sunday,2:00 PM ET,Midland,Corpus Christi,Momentum Bank Ballpark,Midland,TX
Single-A_2024-04-28_2:00 PM ET_Lynchburg_Myrtle Beach,baseball,minors,Single-A,2024-04-28,Sunday,2:00 PM ET,Lynchburg,Myrtle Beach,Bank of the James Stadium,Lynchburg,VA
High-A_2024-04-28_2:00 PM ET_Hickory_Asheville,baseball,minors,High-A,2024-04-28,Sunday,2:00 PM ET,Hickory,Asheville,L.P. Frans Stadium,Hickory,NC
High-A_2024-04-28_2:00 PM ET_Winston-Salem_Rome,baseball,minors,High-A,2024-04-28,Sunday,2:00 PM ET,Winston-Salem,Rome,Truist Stadium,Winston-Salem,NC
High-A_2024-04-28_2:00 PM ET_West Michigan_Lake County,baseball,minors,High-A,2024-04-28,Sunday,2:00 PM ET,West Michigan,Lake County,LMCU Ballpark,Comstock Park,MI
Double-A_2024-04-28_2:00 PM ET_Tulsa_NW Arkansas,baseball,minors,Double-A,2024-04-28,Sunday,2:00 PM ET,Tulsa,NW Arkansas,ONEOK Field,Tulsa,OK
High-A_2024-04-28_2:05 PM ET_Aberdeen_Jersey Shore,baseball,minors,High-A,2024-04-28,Sunday,2:05 PM ET,Aberdeen,Jersey Shore,Leidos Field at Ripken Stadium,Aberdeen,MD
Triple-A_2024-04-28_2:05 PM ET_Toledo_Worcester,baseball,minors,Triple-A,2024-04-28,Sunday,2:05 PM ET,Toledo,Worcester,Fifth Third Field,Toledo,OH
Single-A_2024-04-28_2:05 PM ET_Delmarva_Fredericksburg,baseball,minors,Single-A,2024-04-28,Sunday,2:05 PM ET,Delmarva,Fredericksburg,Arthur W. Perdue Stadium,Salisbury,MD
High-A_2024-04-28_2:05 PM ET_Cedar Rapids_Beloit,baseball,minors,High-A,2024-04-28,Sunday,2:05 PM ET,Cedar Rapids,Beloit,Rise 2 Greatness Field,Cedar Rapids,IA
Triple-A_2024-04-28_2:05 PM ET_Round Rock_Salt Lake,baseball,minors,Triple-A,2024-04-28,Sunday,2:05 PM ET,Round Rock,Salt Lake,Dell Diamond,Round Rock,TX
Triple-A_2024-04-28_2:05 PM ET_Memphis_Jacksonville,baseball,minors,Triple-A,2024-04-28,Sunday,2:05 PM ET,Memphis,Jacksonville,AutoZone Park,Memphis,TN
High-A_2024-04-28_2:05 PM ET_South Bend_Quad Cities,baseball,minors,High-A,2024-04-28,Sunday,2:05 PM ET,South Bend,Quad Cities,Four Winds Field,South Bend,IN
Double-A_2024-04-28_2:05 PM ET_Springfield_Arkansas,baseball,minors,Double-A,2024-04-28,Sunday,2:05 PM ET,Springfield,Arkansas,Hammons Field,Springfield,MO
High-A_2024-04-28_2:05 PM ET_Hudson Valley_Bowling Green,baseball,minors,High-A,2024-04-28,Sunday,2:05 PM ET,Hudson Valley,Bowling Green,Heritage Financial Park,Wappingers Falls,NY
Double-A_2024-04-28_2:05 PM ET_San Antonio_Wichita,baseball,minors,Double-A,2024-04-28,Sunday,2:05 PM ET,San Antonio,Wichita,Nelson Wolff Stadium,San Antonio,TX
Double-A_2024-04-28_2:15 PM ET_Chattanooga_Birmingham,baseball,minors,Double-A,2024-04-28,Sunday,2:15 PM ET,Chattanooga,Birmingham,AT&T Field,Chattanooga,TN
High-A_2024-04-28_3:05 PM ET_Greenville_Greensboro,baseball,minors,High-A,2024-04-28,Sunday,3:05 PM ET,Greenville,Greensboro,Fluor Field at the West End,Greenville,SC
Single-A_2024-04-28_3:05 PM ET_Visalia_Inland Empire,baseball,minors,Single-A,2024-04-28,Sunday,3:05 PM ET,Visalia,Inland Empire,Valley Strong Ballpark,Visalia,CA
Triple-A_2024-04-28_3:05 PM ET_Omaha_Indianapolis,baseball,minors,Triple-A,2024-04-28,Sunday,3:05 PM ET,Omaha,Indianapolis,Werner Park,Papillion,NE
High-A_2024-04-28_3:05 PM ET_Peoria_Wisconsin,baseball,minors,High-A,2024-04-28,Sunday,3:05 PM ET,Peoria,Wisconsin,Dozer Park,Peoria,IL
Triple-A_2024-04-28_3:07 PM ET_St. Paul_Rochester,baseball,minors,Triple-A,2024-04-28,Sunday,3:07 PM ET,St. Paul,Rochester,CHS Field,St. Paul,MN
Double-A_2024-04-28_3:15 PM ET_Reading_Somerset,baseball,minors,Double-A,2024-04-28,Sunday,3:15 PM ET,Reading,Somerset,FirstEnergy Stadium,Reading,PA
Triple-A_2024-04-28_3:35 PM ET_Albuquerque_Okla. City,baseball,minors,Triple-A,2024-04-28,Sunday,3:35 PM ET,Albuquerque,Okla. City,Isotopes Park,Albuquerque,NM
Double-A_2024-04-28_3:35 PM ET_Rocket City_Tennessee,baseball,minors,Double-A,2024-04-28,Sunday,3:35 PM ET,Rocket City,Tennessee,Toyota Field,Madison,AL
Triple-A_2024-04-28_4:05 PM ET_Sacramento_Las Vegas,baseball,minors,Triple-A,2024-04-28,Sunday,4:05 PM ET,Sacramento,Las Vegas,Sutter Health Park,Sacramento,CA
Single-A_2024-04-28_4:05 PM ET_Fresno_San Jose,baseball,minors,Single-A,2024-04-28,Sunday,4:05 PM ET,Fresno,San Jose,Chukchansi Park,Fresno,CA
High-A_2024-04-28_4:05 PM ET_Vancouver_Spokane,baseball,minors,High-A,2024-04-28,Sunday,4:05 PM ET,Vancouver,Spokane,Rogers Field at Nat Bailey Stadium,Vancouver,BC
Triple-A_2024-04-28_4:05 PM ET_Reno_Sugar Land,baseball,minors,Triple-A,2024-04-28,Sunday,4:05 PM ET,Reno,Sugar Land,Greater Nevada Field,Reno,NV
High-A_2024-04-28_4:30 PM ET_Tri-City_Everett,baseball,minors,High-A,2024-04-28,Sunday,4:30 PM ET,Tri-City,Everett,Gesa Stadium,Pasco,WA
Triple-A_2024-04-28_4:35 PM ET_Tacoma_El Paso,baseball,minors,Triple-A,2024-04-28,Sunday,4:35 PM ET,Tacoma,El Paso,Cheney Stadium,Tacoma,WA
Single-A_2024-04-28_5:00 PM ET_Daytona_St. Lucie,baseball,minors,Single-A,2024-04-28,Sunday,5:00 PM ET,Daytona,St. Lucie,Jackie Robinson Ballpark,Daytona Beach,FL
Single-A_2024-04-28_5:00 PM ET_Rancho Cuca._Lake Elsinore,baseball,minors,Single-A,2024-04-28,Sunday,5:00 PM ET,Rancho Cuca.,Lake Elsinore,LoanMart Field,Rancho Cucamonga,CA
Single-A_2024-04-28_5:05 PM ET_Modesto_Stockton,baseball,minors,Single-A,2024-04-28,Sunday,5:05 PM ET,Modesto,Stockton,John Thurman Field,Modesto,CA
Single-A_2024-04-28_5:05 PM ET_Columbia_Augusta,baseball,minors,Single-A,2024-04-28,Sunday,5:05 PM ET,Columbia,Augusta,Segra Park,Columbia,SC
Single-A_2024-04-28_5:05 PM ET_Fayetteville_Down East,baseball,minors,Single-A,2024-04-28,Sunday,5:05 PM ET,Fayetteville,Down East,SEGRA Stadium,Fayetteville,NC
Double-A_2024-04-28_5:05 PM ET_Frisco_Amarillo,baseball,minors,Double-A,2024-04-28,Sunday,5:05 PM ET,Frisco,Amarillo,Riders Field,Frisco,TX
Double-A_2024-04-28_5:05 PM ET_Pensacola_Biloxi,baseball,minors,Double-A,2024-04-28,Sunday,5:05 PM ET,Pensacola,Biloxi,Blue Wahoos Stadium,Pensacola,FL
High-A_2024-04-28_9:05 PM ET_Eugene_Hillsboro,baseball,minors,High-A,2024-04-28,Sunday,9:05 PM ET,Eugene,Hillsboro,PK Park,Eugene,OR
Double-A_2024-04-28_TBD_Montgomery_Mississippi,baseball,minors,Double-A,2024-04-28,Sunday,TBD,Montgomery,Mississippi,Montgomery Riverwalk Stadium,Montgomery,AL
Triple-A_2024-04-30_11:05 AM ET_Gwinnett_Durham,baseball,minors,Triple-A,2024-04-30,Tuesday,11:05 AM ET,Gwinnett,Durham,Coolray Field,Lawrenceville,GA
Single-A_2024-04-30_11:05 AM ET_Augusta_Charleston,baseball,minors,Single-A,2024-04-30,Tuesday,11:05 AM ET,Augusta,Charleston,SRP Park,North Augusta,SC
Single-A_2024-04-30_11:05 AM ET_Delmarva_Fayetteville,baseball,minors,Single-A,2024-04-30,Tuesday,11:05 AM ET,Delmarva,Fayetteville,Arthur W. Perdue Stadium,Salisbury,MD
Double-A_2024-04-30_12:05 PM ET_Arkansas_San Antonio,baseball,minors,Double-A,2024-04-30,Tuesday,12:05 PM ET,Arkansas,San Antonio,Dickey-Stephens Park,North Little Rock,AR
Triple-A_2024-04-30_12:07 PM ET_St. Paul_Louisville,baseball,minors,Triple-A,2024-04-30,Tuesday,12:07 PM ET,St. Paul,Louisville,CHS Field,St. Paul,MN
High-A_2024-04-30_2:05 PM ET_Spokane_Eugene,baseball,minors,High-A,2024-04-30,Tuesday,2:05 PM ET,Spokane,Eugene,Avista Stadium,Spokane,WA
High-A_2024-04-30_2:05 PM ET_Beloit_Quad Cities,baseball,minors,High-A,2024-04-30,Tuesday,2:05 PM ET,Beloit,Quad Cities,ABC Supply Stadium,Beloit,WI
Single-A_2024-04-30_2:30 PM ET_San Jose_Lake Elsinore,baseball,minors,Single-A,2024-04-30,Tuesday,2:30 PM ET,San Jose,Lake Elsinore,Excite Ballpark,San Jose,CA
Single-A_2024-04-30_5:00 PM ET_Palm Beach_Daytona,baseball,minors,Single-A,2024-04-30,Tuesday,5:00 PM ET,Palm Beach,Daytona,Roger Dean Chevrolet Stadium,Jupiter,FL
High-A_2024-04-30_6:00 PM ET_Rome_Hickory,baseball,minors,High-A,2024-04-30,Tuesday,6:00 PM ET,Rome,Hickory,AdventHealth Stadium,Rome,GA
Double-A_2024-04-30_6:00 PM ET_Portland_Reading,baseball,minors,Double-A,2024-04-30,Tuesday,6:00 PM ET,Portland,Reading,Hadlock Field,Portland,ME
High-A_2024-04-30_6:00 PM ET_Asheville_Greenville,baseball,minors,High-A,2024-04-30,Tuesday,6:00 PM ET,Asheville,Greenville,McCormick Field,Asheville,NC
High-A_2024-04-30_6:00 PM ET_Greensboro_Winston-Salem,baseball,minors,High-A,2024-04-30,Tuesday,6:00 PM ET,Greensboro,Winston-Salem,First National Bank Field,Greensboro,NC
Double-A_2024-04-30_6:05 PM ET_Bowie_Erie,baseball,minors,Double-A,2024-04-30,Tuesday,6:05 PM ET,Bowie,Erie,Prince George's Stadium,Bowie,MD
Triple-A_2024-04-30_6:05 PM ET_Indianapolis_Buffalo,baseball,minors,Triple-A,2024-04-30,Tuesday,6:05 PM ET,Indianapolis,Buffalo,Victory Field,Indianapolis,IN
Triple-A_2024-04-30_6:05 PM ET_Charlotte_Memphis,baseball,minors,Triple-A,2024-04-30,Tuesday,6:05 PM ET,Charlotte,Memphis,Truist Field,Charlotte,NC
Double-A_2024-04-30_6:05 PM ET_Binghamton_Hartford,baseball,minors,Double-A,2024-04-30,Tuesday,6:05 PM ET,Binghamton,Hartford,Mirabito Stadium,Binghamton,NY
High-A_2024-04-30_6:05 PM ET_Lansing_South Bend,baseball,minors,High-A,2024-04-30,Tuesday,6:05 PM ET,Lansing,South Bend,Jackson Field,Lansing,MI
Triple-A_2024-04-30_6:05 PM ET_Rochester_Syracuse,baseball,minors,Triple-A,2024-04-30,Tuesday,6:05 PM ET,Rochester,Syracuse,Innovative Field,Rochester,NY
Triple-A_2024-04-30_6:05 PM ET_Worcester_Lehigh Valley,baseball,minors,Triple-A,2024-04-30,Tuesday,6:05 PM ET,Worcester,Lehigh Valley,Polar Park,Worcester,MA
Single-A_2024-04-30_6:10 PM ET_St. Lucie_Jupiter,baseball,minors,Single-A,2024-04-30,Tuesday,6:10 PM ET,St. Lucie,Jupiter,Clover Park,Port St. Lucie,FL
Triple-A_2024-04-30_6:15 PM ET_Columbus_Toledo,baseball,minors,Triple-A,2024-04-30,Tuesday,6:15 PM ET,Columbus,Toledo,Huntington Park,Columbus,OH
Single-A_2024-04-30_6:30 PM ET_Lynchburg_Kannapolis,baseball,minors,Single-A,2024-04-30,Tuesday,6:30 PM ET,Lynchburg,Kannapolis,Bank of the James Stadium,Lynchburg,VA
Double-A_2024-04-30_6:30 PM ET_Harrisburg_Altoona,baseball,minors,Double-A,2024-04-30,Tuesday,6:30 PM ET,Harrisburg,Altoona,FNB Field,Harrisburg,PA
Single-A_2024-04-30_6:30 PM ET_Lakeland_Clearwater,baseball,minors,Single-A,2024-04-30,Tuesday,6:30 PM ET,Lakeland,Clearwater,Publix Field at Joker Marchant Stadium,Lakeland,FL
Single-A_2024-04-30_6:30 PM ET_Dunedin_Tampa,baseball,minors,Single-A,2024-04-30,Tuesday,6:30 PM ET,Dunedin,Tampa,TD Ballpark,Dunedin,FL
Single-A_2024-04-30_6:30 PM ET_Bradenton_Fort Myers,baseball,minors,Single-A,2024-04-30,Tuesday,6:30 PM ET,Bradenton,Fort Myers,LECOM Park,Bradenton,FL
Single-A_2024-04-30_6:30 PM ET_Carolina_Columbia,baseball,minors,Single-A,2024-04-30,Tuesday,6:30 PM ET,Carolina,Columbia,Five County Stadium,Zebulon,NC
High-A_2024-04-30_6:35 PM ET_Wilmington_Hudson Valley,baseball,minors,High-A,2024-04-30,Tuesday,6:35 PM ET,Wilmington,Hudson Valley,Frawley Stadium,Wilmington,DE
High-A_2024-04-30_6:35 PM ET_Lake County_Fort Wayne,baseball,minors,High-A,2024-04-30,Tuesday,6:35 PM ET,Lake County,Fort Wayne,Classic Auto Group Park,Eastlake,OH
Double-A_2024-04-30_6:35 PM ET_Somerset_New Hampshire,baseball,minors,Double-A,2024-04-30,Tuesday,6:35 PM ET,Somerset,New Hampshire,TD Bank Ballpark,Bridgewater,NJ
High-A_2024-04-30_6:35 PM ET_Jersey Shore_Bowling Green,baseball,minors,High-A,2024-04-30,Tuesday,6:35 PM ET,Jersey Shore,Bowling Green,ShoreTown Ballpark,Lakewood,NJ
Double-A_2024-04-30_6:35 PM ET_Akron_Richmond,baseball,minors,Double-A,2024-04-30,Tuesday,6:35 PM ET,Akron,Richmond,Canal Park,Akron,OH
Double-A_2024-04-30_7:00 PM ET_Tulsa_Springfield,baseball,minors,Double-A,2024-04-30,Tuesday,7:00 PM ET,Tulsa,Springfield,ONEOK Field,Tulsa,OK
High-A_2024-04-30_7:00 PM ET_Brooklyn_Aberdeen,baseball,minors,High-A,2024-04-30,Tuesday,7:00 PM ET,Brooklyn,Aberdeen,Maimonides Park,Brooklyn,NY
Double-A_2024-04-30_7:00 PM ET_Montgomery_Chattanooga,baseball,minors,Double-A,2024-04-30,Tuesday,7:00 PM ET,Montgomery,Chattanooga,Montgomery Riverwalk Stadium,Montgomery,AL
Double-A_2024-04-30_7:00 PM ET_Birmingham_Rocket City,baseball,minors,Double-A,2024-04-30,Tuesday,7:00 PM ET,Birmingham,Rocket City,Regions Field,Birmingham,AL
Double-A_2024-04-30_7:00 PM ET_Tennessee_Biloxi,baseball,minors,Double-A,2024-04-30,Tuesday,7:00 PM ET,Tennessee,Biloxi,Smokies Stadium,Kodak,TN
Single-A_2024-04-30_7:05 PM ET_Fredericksburg_Down East,baseball,minors,Single-A,2024-04-30,Tuesday,7:05 PM ET,Fredericksburg,Down East,Virginia Credit Union Stadium,Fredericksburg,VA
Single-A_2024-04-30_7:05 PM ET_Salem_Myrtle Beach,baseball,minors,Single-A,2024-04-30,Tuesday,7:05 PM ET,Salem,Myrtle Beach,Carillion Clinic Field,Salem,VA
Triple-A_2024-04-30_7:05 PM ET_Okla. City_Salt Lake,baseball,minors,Triple-A,2024-04-30,Tuesday,7:05 PM ET,Okla. City,Salt Lake,Chickasaw Bricktown Ballpark,Oklahoma City,OK
Triple-A_2024-04-30_7:05 PM ET_Jacksonville_Scranton/WB,baseball,minors,Triple-A,2024-04-30,Tuesday,7:05 PM ET,Jacksonville,Scranton/WB,121 Financial Ballpark,Jacksonville,FL
High-A_2024-04-30_7:05 PM ET_Dayton_West Michigan,baseball,minors,High-A,2024-04-30,Tuesday,7:05 PM ET,Dayton,West Michigan,Day Air Ballpark,Dayton,OH
Double-A_2024-04-30_7:05 PM ET_Mississippi_Pensacola,baseball,minors,Double-A,2024-04-30,Tuesday,7:05 PM ET,Mississippi,Pensacola,Trustmark Park,Pearl,MS
High-A_2024-04-30_7:35 PM ET_Cedar Rapids_Peoria,baseball,minors,High-A,2024-04-30,Tuesday,7:35 PM ET,Cedar Rapids,Peoria,Rise 2 Greatness Field,Cedar Rapids,IA
Double-A_2024-04-30_7:35 PM ET_Corpus Christi_Frisco,baseball,minors,Double-A,2024-04-30,Tuesday,7:35 PM ET,Corpus Christi,Frisco,Whataburger Field,Corpus Christi,TX
Triple-A_2024-04-30_7:35 PM ET_Nashville_Norfolk,baseball,minors,Triple-A,2024-04-30,Tuesday,7:35 PM ET,Nashville,Norfolk,First Horizon Park,Nashville,TN
Triple-A_2024-04-30_7:38 PM ET_Iowa_Omaha,baseball,minors,Triple-A,2024-04-30,Tuesday,7:38 PM ET,Iowa,Omaha,Principal Park,Des Moines,IA
High-A_2024-04-30_7:40 PM ET_Wisconsin_Great Lakes,baseball,minors,High-A,2024-04-30,Tuesday,7:40 PM ET,Wisconsin,Great Lakes,Fox Cities Stadium,Appleton,WI
Double-A_2024-04-30_8:05 PM ET_Amarillo_Midland,baseball,minors,Double-A,2024-04-30,Tuesday,8:05 PM ET,Amarillo,Midland,Hodgetown,Amarillo,TX
Double-A_2024-04-30_8:05 PM ET_NW Arkansas_Wichita,baseball,minors,Double-A,2024-04-30,Tuesday,8:05 PM ET,NW Arkansas,Wichita,Arvest Ballpark,Springdale,AR
Triple-A_2024-04-30_8:35 PM ET_Albuquerque_Round Rock,baseball,minors,Triple-A,2024-04-30,Tuesday,8:35 PM ET,Albuquerque,Round Rock,Isotopes Park,Albuquerque,NM
Triple-A_2024-04-30_8:35 PM ET_El Paso_Sugar Land,baseball,minors,Triple-A,2024-04-30,Tuesday,8:35 PM ET,El Paso,Sugar Land,Southwest University Park,El Paso,TX
High-A_2024-04-30_9:30 PM ET_Tri-City_Vancouver,baseball,minors,High-A,2024-04-30,Tuesday,9:30 PM ET,Tri-City,Vancouver,Gesa Stadium,Pasco,WA
Single-A_2024-04-30_9:35 PM ET_Inland Empire_Fresno,baseball,minors,Single-A,2024-04-30,Tuesday,9:35 PM ET,Inland Empire,Fresno,San Manuel Stadium,San Bernardino,CA
Triple-A_2024-04-30_9:45 PM ET_Sacramento_Tacoma,baseball,minors,Triple-A,2024-04-30,Tuesday,9:45 PM ET,Sacramento,Tacoma,Sutter Health Park,Sacramento,CA
High-A_2024-04-30_10:05 PM ET_Everett_Hillsboro,baseball,minors,High-A,2024-04-30,Tuesday,10:05 PM ET,Everett,Hillsboro,Funko Field,Everett,WA
Single-A_2024-04-30_10:05 PM ET_Stockton_Visalia,baseball,minors,Single-A,2024-04-30,Tuesday,10:05 PM ET,Stockton,Visalia,Banner Island Ballpark,Stockton,CA
Single-A_2024-04-30_10:05 PM ET_Modesto_Rancho Cuca.,baseball,minors,Single-A,2024-04-30,Tuesday,10:05 PM ET,Modesto,Rancho Cuca.,John Thurman Field,Modesto,CA
Triple-A_2024-04-30_10:05 PM ET_Las Vegas_Reno,baseball,minors,Triple-A,2024-04-30,Tuesday,10:05 PM ET,Las Vegas,Reno,Las Vegas Ballpark,Summerlin,NV
Triple-A_2024-06-01_1:05 PM ET_Charlotte_Worcester,baseball,minors,Triple-A,2024-06-01,Saturday,1:05 PM ET,Charlotte,Worcester,Truist Field,Charlotte,NC
High-A_2024-06-01_4:05 PM ET_Vancouver_Tri-City,baseball,minors,High-A,2024-06-01,Saturday,4:05 PM ET,Vancouver,Tri-City,Rogers Field at Nat Bailey Stadium,Vancouver,BC
Single-A_2024-06-01_5:00 PM ET_Down East_Fredericksburg,baseball,minors,Single-A,2024-06-01,Saturday,5:00 PM ET,Down East,Fredericksburg,Grainger Stadium,Kinston,NC
Single-A_2024-06-01_5:00 PM ET_Carolina_Delmarva,baseball,minors,Single-A,2024-06-01,Saturday,5:00 PM ET,Carolina,Delmarva,Five County Stadium,Zebulon,NC
High-A_2024-06-01_5:05 PM ET_Hudson Valley_Aberdeen,baseball,minors,High-A,2024-06-01,Saturday,5:05 PM ET,Hudson Valley,Aberdeen,Heritage Financial Park,Wappingers Falls,NY
Double-A_2024-06-01_6:00 PM ET_Altoona_Portland,baseball,minors,Double-A,2024-06-01,Saturday,6:00 PM ET,Altoona,Portland,Peoples Natural Gas Field,Altoona,PA
Single-A_2024-06-01_6:00 PM ET_Palm Beach_Tampa,baseball,minors,Single-A,2024-06-01,Saturday,6:00 PM ET,Palm Beach,Tampa,Roger Dean Chevrolet Stadium,Jupiter,FL
Single-A_2024-06-01_6:05 PM ET_Myrtle Beach_Charleston,baseball,minors,Single-A,2024-06-01,Saturday,6:05 PM ET,Myrtle Beach,Charleston,Pelicans Ballpark,Myrtle Beach,SC
High-A_2024-06-01_6:05 PM ET_Asheville_Greensboro,baseball,minors,High-A,2024-06-01,Saturday,6:05 PM ET,Asheville,Greensboro,McCormick Field,Asheville,NC
Single-A_2024-06-01_6:05 PM ET_Fort Myers_Bradenton,baseball,minors,Single-A,2024-06-01,Saturday,6:05 PM ET,Fort Myers,Bradenton,Lee Health Sports Complex,Fort Myers,FL
Double-A_2024-06-01_6:05 PM ET_Richmond_Erie,baseball,minors,Double-A,2024-06-01,Saturday,6:05 PM ET,Richmond,Erie,The Diamond,Richmond,VA
Double-A_2024-06-01_6:07 PM ET_Binghamton_Harrisburg,baseball,minors,Double-A,2024-06-01,Saturday,6:07 PM ET,Binghamton,Harrisburg,Mirabito Stadium,Binghamton,NY
Double-A_2024-06-01_6:10 PM ET_Hartford_Reading,baseball,minors,Double-A,2024-06-01,Saturday,6:10 PM ET,Hartford,Reading,Dunkin' Park,Hartford,CT
Single-A_2024-06-01_6:30 PM ET_Lynchburg_Salem,baseball,minors,Single-A,2024-06-01,Saturday,6:30 PM ET,Lynchburg,Salem,Bank of the James Stadium,Lynchburg,VA
Single-A_2024-06-01_6:30 PM ET_Dunedin_St. Lucie,baseball,minors,Single-A,2024-06-01,Saturday,6:30 PM ET,Dunedin,St. Lucie,TD Ballpark,Dunedin,FL
Single-A_2024-06-01_6:30 PM ET_Clearwater_Lakeland,baseball,minors,Single-A,2024-06-01,Saturday,6:30 PM ET,Clearwater,Lakeland,BayCare Ballpark,Clearwater,FL
Single-A_2024-06-01_6:35 PM ET_Daytona_Jupiter,baseball,minors,Single-A,2024-06-01,Saturday,6:35 PM ET,Daytona,Jupiter,Jackie Robinson Ballpark,Daytona Beach,FL
Triple-A_2024-06-01_6:35 PM ET_Indianapolis_Omaha,baseball,minors,Triple-A,2024-06-01,Saturday,6:35 PM ET,Indianapolis,Omaha,Victory Field,Indianapolis,IN
Triple-A_2024-06-01_6:35 PM ET_Syracuse_Buffalo,baseball,minors,Triple-A,2024-06-01,Saturday,6:35 PM ET,Syracuse,Buffalo,NBT Bank Stadium,Syracuse,NY
Triple-A_2024-06-01_6:35 PM ET_Jacksonville_Durham,baseball,minors,Triple-A,2024-06-01,Saturday,6:35 PM ET,Jacksonville,Durham,121 Financial Ballpark,Jacksonville,FL
Triple-A_2024-06-01_6:35 PM ET_Norfolk_Gwinnett,baseball,minors,Triple-A,2024-06-01,Saturday,6:35 PM ET,Norfolk,Gwinnett,Harbor Park,Norfolk,VA
Double-A_2024-06-01_6:35 PM ET_Somerset_Bowie,baseball,minors,Double-A,2024-06-01,Saturday,6:35 PM ET,Somerset,Bowie,TD Bank Ballpark,Bridgewater,NJ
Triple-A_2024-06-01_6:45 PM ET_Rochester_St. Paul,baseball,minors,Triple-A,2024-06-01,Saturday,6:45 PM ET,Rochester,St. Paul,Innovative Field,Rochester,NY
Double-A_2024-06-01_7:00 PM ET_Tennessee_Chattanooga,baseball,minors,Double-A,2024-06-01,Saturday,7:00 PM ET,Tennessee,Chattanooga,Smokies Stadium,Kodak,TN
High-A_2024-06-01_7:00 PM ET_Quad Cities_South Bend,baseball,minors,High-A,2024-06-01,Saturday,7:00 PM ET,Quad Cities,South Bend,Modern Woodmen Park,Davenport,IA
High-A_2024-06-01_7:00 PM ET_Winston-Salem_Hickory,baseball,minors,High-A,2024-06-01,Saturday,7:00 PM ET,Winston-Salem,Hickory,Truist Stadium,Winston-Salem,NC
Single-A_2024-06-01_7:00 PM ET_Kannapolis_Columbia,baseball,minors,Single-A,2024-06-01,Saturday,7:00 PM ET,Kannapolis,Columbia,Atrium Health Ballpark,Kannapolis,NC
Double-A_2024-06-01_7:05 PM ET_Mississippi_Montgomery,baseball,minors,Double-A,2024-06-01,Saturday,7:05 PM ET,Mississippi,Montgomery,Trustmark Park,Pearl,MS
High-A_2024-06-01_7:05 PM ET_Greenville_Rome,baseball,minors,High-A,2024-06-01,Saturday,7:05 PM ET,Greenville,Rome,Fluor Field at the West End,Greenville,SC
High-A_2024-06-01_7:05 PM ET_Jersey Shore_Brooklyn,baseball,minors,High-A,2024-06-01,Saturday,7:05 PM ET,Jersey Shore,Brooklyn,ShoreTown Ballpark,Lakewood,NJ
High-A_2024-06-01_7:05 PM ET_Hillsboro_Eugene,baseball,minors,High-A,2024-06-01,Saturday,7:05 PM ET,Hillsboro,Eugene,Ron Tonkin Field,Hillsboro,OR
Double-A_2024-06-01_7:05 PM ET_Akron_New Hampshire,baseball,minors,Double-A,2024-06-01,Saturday,7:05 PM ET,Akron,New Hampshire,Canal Park,Akron,OH
High-A_2024-06-01_7:05 PM ET_Lansing_Peoria,baseball,minors,High-A,2024-06-01,Saturday,7:05 PM ET,Lansing,Peoria,Jackson Field,Lansing,MI
Triple-A_2024-06-01_7:05 PM ET_Toledo_Scranton/WB,baseball,minors,Triple-A,2024-06-01,Saturday,7:05 PM ET,Toledo,Scranton/WB,Fifth Third Field,Toledo,OH
High-A_2024-06-01_7:05 PM ET_West Michigan_Great Lakes,baseball,minors,High-A,2024-06-01,Saturday,7:05 PM ET,West Michigan,Great Lakes,LMCU Ballpark,Comstock Park,MI
Triple-A_2024-06-01_7:05 PM ET_Columbus_Lehigh Valley,baseball,minors,Triple-A,2024-06-01,Saturday,7:05 PM ET,Columbus,Lehigh Valley,Huntington Park,Columbus,OH
Single-A_2024-06-01_7:05 PM ET_Fayetteville_Augusta,baseball,minors,Single-A,2024-06-01,Saturday,7:05 PM ET,Fayetteville,Augusta,SEGRA Stadium,Fayetteville,NC
Double-A_2024-06-01_7:05 PM ET_Wichita_Springfield,baseball,minors,Double-A,2024-06-01,Saturday,7:05 PM ET,Wichita,Springfield,Riverfront Stadium,Wichita,KS
Double-A_2024-06-01_7:05 PM ET_Arkansas_Amarillo,baseball,minors,Double-A,2024-06-01,Saturday,7:05 PM ET,Arkansas,Amarillo,Dickey-Stephens Park,North Little Rock,AR
Double-A_2024-06-01_7:05 PM ET_Biloxi_Pensacola,baseball,minors,Double-A,2024-06-01,Saturday,7:05 PM ET,Biloxi,Pensacola,MGM Park,Biloxi,MS
Triple-A_2024-06-01_7:15 PM ET_Louisville_Iowa,baseball,minors,Triple-A,2024-06-01,Saturday,7:15 PM ET,Louisville,Iowa,Louisville Slugger Field,Louisville,KY
